Label,SourceImage,CandidateType,CurrentGuess,CrackProbability,UserVerdict
1374,260622_316_H_b2_back_CBS_01,interior_fill,,0.939,
1375,260622_316_H_b2_back_CBS_01,interior_fill,,0.813,
1376,260622_316_H_b2_back_CBS_01,interior_fill,,0.874,
1378,260622_316_H_b2_back_CBS_01,interior_fill,,0.867,
1380,260622_316_H_b2_back_CBS_01,interior_fill,,0.892,
1383,260622_316_H_b2_back_CBS_01,interior_fill,,0.894,
1384,260622_316_H_b2_back_CBS_01,interior_fill,,0.895,
1386,260622_316_H_b2_back_CBS_01,interior_fill,,0.756,
1387,260622_316_H_b2_back_CBS_01,interior_fill,,0.785,
1390,260622_316_H_b2_back_CBS_01,interior_fill,,0.858,
1391,260622_316_H_b2_back_CBS_01,interior_fill,,0.792,
1394,260622_316_H_b2_back_CBS_01,interior_fill,,0.933,
1396,260622_316_H_b2_back_CBS_01,interior_fill,,0.89,
1398,260622_316_H_b2_back_CBS_01,interior_fill,,0.876,
1399,260622_316_H_b2_back_CBS_01,interior_fill,,0.783,
1400,260622_316_H_b2_back_CBS_01,interior_fill,,0.952,
1404,260622_316_H_b2_back_CBS_01,interior_fill,,0.927,
1411,260622_316_H_b2_back_CBS_01,interior_fill,,0.925,
1412,260622_316_H_b2_back_CBS_01,interior_fill,,0.867,
1415,260622_316_H_b2_back_CBS_01,interior_fill,,0.777,
1416,260622_316_H_b2_back_CBS_01,interior_fill,,0.768,
1418,260622_316_H_b2_back_CBS_01,interior_fill,,0.84,
1419,260622_316_H_b2_back_CBS_01,interior_fill,,0.775,
1424,260622_316_H_b2_back_CBS_01,interior_fill,,0.936,
1425,260622_316_H_b2_back_CBS_01,interior_fill,,0.884,
1426,260622_316_H_b2_back_CBS_01,interior_fill,,0.973,
1427,260622_316_H_b2_back_CBS_01,interior_fill,,0.756,
1428,260622_316_H_b2_back_CBS_01,interior_fill,,0.857,
1430,260622_316_H_b2_back_CBS_01,interior_fill,,0.825,
1433,260622_316_H_b2_back_CBS_01,interior_fill,,0.916,
1434,260622_316_H_b2_back_CBS_01,interior_fill,,0.861,
1435,260622_316_H_b2_back_CBS_01,interior_fill,,0.879,
1437,260622_316_H_b2_back_CBS_01,interior_fill,,0.956,
1439,260622_316_H_b2_back_CBS_01,interior_fill,,0.787,
1440,260622_316_H_b2_back_CBS_01,interior_fill,,0.87,
1441,260622_316_H_b2_back_CBS_01,interior_fill,,0.968,
1442,260622_316_H_b2_back_CBS_01,interior_fill,,0.866,
1443,260622_316_H_b2_back_CBS_01,interior_fill,,0.774,
1237,260622_316_H_b2_back_CBS_01,interior_fill,,0.463,
1246,260622_316_H_b2_back_CBS_01,interior_fill,,0.655,
1248,260622_316_H_b2_back_CBS_01,interior_fill,,0.558,
1250,260622_316_H_b2_back_CBS_01,interior_fill,,0.739,
1252,260622_316_H_b2_back_CBS_01,interior_fill,,0.701,
1264,260622_316_H_b2_back_CBS_01,interior_fill,,0.748,
1287,260622_316_H_b2_back_CBS_01,interior_fill,,0.698,
1305,260622_316_H_b2_back_CBS_01,interior_fill,,0.722,
1307,260622_316_H_b2_back_CBS_01,interior_fill,,0.441,
1308,260622_316_H_b2_back_CBS_01,interior_fill,,0.727,
1311,260622_316_H_b2_back_CBS_01,interior_fill,,0.714,
1313,260622_316_H_b2_back_CBS_01,interior_fill,,0.514,
1315,260622_316_H_b2_back_CBS_01,interior_fill,,0.398,
1316,260622_316_H_b2_back_CBS_01,interior_fill,,0.72,
1317,260622_316_H_b2_back_CBS_01,interior_fill,,0.406,
1319,260622_316_H_b2_back_CBS_01,interior_fill,,0.508,
1323,260622_316_H_b2_back_CBS_01,interior_fill,,0.694,
1326,260622_316_H_b2_back_CBS_01,interior_fill,,0.718,
1327,260622_316_H_b2_back_CBS_01,interior_fill,,0.689,
1332,260622_316_H_b2_back_CBS_01,interior_fill,,0.686,
1334,260622_316_H_b2_back_CBS_01,interior_fill,,0.727,
1336,260622_316_H_b2_back_CBS_01,interior_fill,,0.478,
1337,260622_316_H_b2_back_CBS_01,interior_fill,,0.653,
1340,260622_316_H_b2_back_CBS_01,interior_fill,,0.362,
1341,260622_316_H_b2_back_CBS_01,interior_fill,,0.676,
1342,260622_316_H_b2_back_CBS_01,interior_fill,,0.547,
1344,260622_316_H_b2_back_CBS_01,interior_fill,,0.704,
1346,260622_316_H_b2_back_CBS_01,interior_fill,,0.519,
1348,260622_316_H_b2_back_CBS_01,interior_fill,,0.537,
1350,260622_316_H_b2_back_CBS_01,interior_fill,,0.472,
1352,260622_316_H_b2_back_CBS_01,interior_fill,,0.534,
1355,260622_316_H_b2_back_CBS_01,interior_fill,,0.623,
1356,260622_316_H_b2_back_CBS_01,interior_fill,,0.527,
1361,260622_316_H_b2_back_CBS_01,interior_fill,,0.672,
1362,260622_316_H_b2_back_CBS_01,interior_fill,,0.499,
1363,260622_316_H_b2_back_CBS_01,interior_fill,,0.68,
1365,260622_316_H_b2_back_CBS_01,interior_fill,,0.744,
1366,260622_316_H_b2_back_CBS_01,interior_fill,,0.415,
1377,260622_316_H_b2_back_CBS_01,interior_fill,,0.624,
1379,260622_316_H_b2_back_CBS_01,interior_fill,,0.613,
1382,260622_316_H_b2_back_CBS_01,interior_fill,,0.499,
1385,260622_316_H_b2_back_CBS_01,interior_fill,,0.741,
1388,260622_316_H_b2_back_CBS_01,interior_fill,,0.675,
1389,260622_316_H_b2_back_CBS_01,interior_fill,,0.703,
1392,260622_316_H_b2_back_CBS_01,interior_fill,,0.577,
1393,260622_316_H_b2_back_CBS_01,interior_fill,,0.603,
1395,260622_316_H_b2_back_CBS_01,interior_fill,,0.698,
1397,260622_316_H_b2_back_CBS_01,interior_fill,,0.518,
1401,260622_316_H_b2_back_CBS_01,interior_fill,,0.571,
1402,260622_316_H_b2_back_CBS_01,interior_fill,,0.46,
1403,260622_316_H_b2_back_CBS_01,interior_fill,,0.704,
1405,260622_316_H_b2_back_CBS_01,interior_fill,,0.462,
1406,260622_316_H_b2_back_CBS_01,interior_fill,,0.699,
1407,260622_316_H_b2_back_CBS_01,interior_fill,,0.493,
1408,260622_316_H_b2_back_CBS_01,interior_fill,,0.691,
1409,260622_316_H_b2_back_CBS_01,interior_fill,,0.654,
1410,260622_316_H_b2_back_CBS_01,interior_fill,,0.584,
1413,260622_316_H_b2_back_CBS_01,interior_fill,,0.692,
1414,260622_316_H_b2_back_CBS_01,interior_fill,,0.722,
1417,260622_316_H_b2_back_CBS_01,interior_fill,,0.484,
1420,260622_316_H_b2_back_CBS_01,interior_fill,,0.463,
1421,260622_316_H_b2_back_CBS_01,interior_fill,,0.661,
1422,260622_316_H_b2_back_CBS_01,interior_fill,,0.677,
1423,260622_316_H_b2_back_CBS_01,interior_fill,,0.678,
1429,260622_316_H_b2_back_CBS_01,interior_fill,,0.748,
1431,260622_316_H_b2_back_CBS_01,interior_fill,,0.653,
1432,260622_316_H_b2_back_CBS_01,interior_fill,,0.445,
1436,260622_316_H_b2_back_CBS_01,interior_fill,,0.63,
1438,260622_316_H_b2_back_CBS_01,interior_fill,,0.738,
1002,260708_316_H_b2_front_CBS_001,interior_fill,,0.999,
1003,260708_316_H_b2_front_CBS_001,interior_fill,,0.994,
1004,260708_316_H_b2_front_CBS_001,interior_fill,,0.989,
1006,260708_316_H_b2_front_CBS_001,interior_fill,,0.997,
1007,260708_316_H_b2_front_CBS_001,interior_fill,,1.0,
1059,260708_316_H_b2_front_CBS_002,interior_fill,,0.778,
1060,260708_316_H_b2_front_CBS_002,interior_fill,,0.805,
1061,260708_316_H_b2_front_CBS_002,interior_fill,,0.849,
1064,260708_316_H_b2_front_CBS_002,interior_fill,,0.751,
1065,260708_316_H_b2_front_CBS_002,interior_fill,,0.819,
1066,260708_316_H_b2_front_CBS_002,interior_fill,,0.999,
1067,260708_316_H_b2_front_CBS_002,interior_fill,,0.997,
1068,260708_316_H_b2_front_CBS_002,interior_fill,,0.904,
1069,260708_316_H_b2_front_CBS_002,interior_fill,,0.913,
1070,260708_316_H_b2_front_CBS_002,interior_fill,,0.907,
1071,260708_316_H_b2_front_CBS_002,interior_fill,,0.772,
1073,260708_316_H_b2_front_CBS_002,interior_fill,,0.865,
1074,260708_316_H_b2_front_CBS_002,interior_fill,,0.753,
1075,260708_316_H_b2_front_CBS_002,interior_fill,,0.751,
1076,260708_316_H_b2_front_CBS_002,interior_fill,,0.877,
1077,260708_316_H_b2_front_CBS_002,interior_fill,,0.767,
1058,260708_316_H_b2_front_CBS_002,interior_fill,,0.64,
1062,260708_316_H_b2_front_CBS_002,interior_fill,,0.527,
1063,260708_316_H_b2_front_CBS_002,interior_fill,,0.323,
1072,260708_316_H_b2_front_CBS_002,interior_fill,,0.555,
1143,260708_316_H_b2_front_CBS_003,interior_fill,,0.819,
1145,260708_316_H_b2_front_CBS_003,interior_fill,,0.833,
1148,260708_316_H_b2_front_CBS_003,interior_fill,,0.798,
1151,260708_316_H_b2_front_CBS_003,interior_fill,,0.998,
1152,260708_316_H_b2_front_CBS_003,interior_fill,,0.917,
1154,260708_316_H_b2_front_CBS_003,interior_fill,,0.999,
1155,260708_316_H_b2_front_CBS_003,interior_fill,,0.923,
1156,260708_316_H_b2_front_CBS_003,interior_fill,,0.81,
1157,260708_316_H_b2_front_CBS_003,interior_fill,,0.926,
1158,260708_316_H_b2_front_CBS_003,interior_fill,,0.861,
1159,260708_316_H_b2_front_CBS_003,interior_fill,,0.876,
1160,260708_316_H_b2_front_CBS_003,interior_fill,,0.76,
1163,260708_316_H_b2_front_CBS_003,interior_fill,,0.925,
1164,260708_316_H_b2_front_CBS_003,interior_fill,,0.849,
1165,260708_316_H_b2_front_CBS_003,interior_fill,,0.825,
1144,260708_316_H_b2_front_CBS_003,interior_fill,,0.698,
1147,260708_316_H_b2_front_CBS_003,interior_fill,,0.707,
1149,260708_316_H_b2_front_CBS_003,interior_fill,,0.508,
1150,260708_316_H_b2_front_CBS_003,interior_fill,,0.533,
1153,260708_316_H_b2_front_CBS_003,interior_fill,,0.722,
1099,260708_316_H_b2_front_CBS_004,interior_fill,,0.86,
1104,260708_316_H_b2_front_CBS_004,interior_fill,,0.803,
1105,260708_316_H_b2_front_CBS_004,interior_fill,,0.845,
1107,260708_316_H_b2_front_CBS_004,interior_fill,,0.788,
1108,260708_316_H_b2_front_CBS_004,interior_fill,,0.83,
1110,260708_316_H_b2_front_CBS_004,interior_fill,,0.863,
1111,260708_316_H_b2_front_CBS_004,interior_fill,,0.828,
1112,260708_316_H_b2_front_CBS_004,interior_fill,,0.999,
1113,260708_316_H_b2_front_CBS_004,interior_fill,,0.861,
1114,260708_316_H_b2_front_CBS_004,interior_fill,,0.995,
1116,260708_316_H_b2_front_CBS_004,interior_fill,,0.999,
1117,260708_316_H_b2_front_CBS_004,interior_fill,,0.764,
1100,260708_316_H_b2_front_CBS_004,interior_fill,,0.587,
1101,260708_316_H_b2_front_CBS_004,interior_fill,,0.683,
1102,260708_316_H_b2_front_CBS_004,interior_fill,,0.626,
1103,260708_316_H_b2_front_CBS_004,interior_fill,,0.427,
1106,260708_316_H_b2_front_CBS_004,interior_fill,,0.743,
1109,260708_316_H_b2_front_CBS_004,interior_fill,,0.741,
1128,260708_316_H_b2_front_CBS_005,interior_fill,,0.766,
1130,260708_316_H_b2_front_CBS_005,interior_fill,,0.85,
1131,260708_316_H_b2_front_CBS_005,interior_fill,,0.794,
1132,260708_316_H_b2_front_CBS_005,interior_fill,,0.999,
1134,260708_316_H_b2_front_CBS_005,interior_fill,,1.0,
1135,260708_316_H_b2_front_CBS_005,interior_fill,,0.948,
1136,260708_316_H_b2_front_CBS_005,interior_fill,,0.843,
1141,260708_316_H_b2_front_CBS_005,interior_fill,,0.773,
1142,260708_316_H_b2_front_CBS_005,interior_fill,,0.876,
1144,260708_316_H_b2_front_CBS_005,interior_fill,,0.86,
1146,260708_316_H_b2_front_CBS_005,interior_fill,,0.843,
1147,260708_316_H_b2_front_CBS_005,interior_fill,,0.835,
1149,260708_316_H_b2_front_CBS_005,interior_fill,,0.856,
1127,260708_316_H_b2_front_CBS_005,interior_fill,,0.716,
1133,260708_316_H_b2_front_CBS_005,interior_fill,,0.363,
1137,260708_316_H_b2_front_CBS_005,interior_fill,,0.639,
1140,260708_316_H_b2_front_CBS_005,interior_fill,,0.597,
1143,260708_316_H_b2_front_CBS_005,interior_fill,,0.607,
1145,260708_316_H_b2_front_CBS_005,interior_fill,,0.735,
1148,260708_316_H_b2_front_CBS_005,interior_fill,,0.497,
