N_pct,M_pct,floor,recall,pool_accept
5,21,0.78,0.0,0.0025210084033613447
5,21,0.79,0.0,0.0025210084033613447
5,21,0.8,0.0,0.0016806722689075631
5,21,0.81,0.0,0.0016806722689075631
5,21,0.82,0.0,0.0016806722689075631
5,21,0.83,0.0,0.0016806722689075631
5,21,0.84,0.0,0.0016806722689075631
5,21,0.85,0.0,0.0016806722689075631
5,22,0.1,0.0,0.0025210084033613447
5,22,0.11,0.0,0.0025210084033613447
5,22,0.12,0.0,0.0025210084033613447
5,22,0.13,0.0,0.0025210084033613447
5,22,0.14,0.0,0.0025210084033613447
5,22,0.15,0.0,0.0025210084033613447
5,22,0.16,0.0,0.0025210084033613447
5,22,0.17,0.0,0.0025210084033613447
5,22,0.18,0.0,0.0025210084033613447
5,22,0.19,0.0,0.0025210084033613447
5,22,0.2,0.0,0.0025210084033613447
5,22,0.21,0.0,0.0025210084033613447
5,22,0.22,0.0,0.0025210084033613447
5,22,0.23,0.0,0.0025210084033613447
5,22,0.24,0.0,0.0025210084033613447
5,22,0.25,0.0,0.0025210084033613447
5,22,0.26,0.0,0.0025210084033613447
5,22,0.27,0.0,0.0025210084033613447
5,22,0.28,0.0,0.0025210084033613447
5,22,0.29,0.0,0.0025210084033613447
5,22,0.3,0.0,0.0025210084033613447
5,22,0.31,0.0,0.0025210084033613447
5,22,0.32,0.0,0.0025210084033613447
5,22,0.33,0.0,0.0025210084033613447
5,22,0.34,0.0,0.0025210084033613447
5,22,0.35,0.0,0.0025210084033613447
5,22,0.36,0.0,0.0025210084033613447
5,22,0.37,0.0,0.0025210084033613447
5,22,0.38,0.0,0.0025210084033613447
5,22,0.39,0.0,0.0025210084033613447
5,22,0.4,0.0,0.0025210084033613447
5,22,0.41,0.0,0.0025210084033613447
5,22,0.42,0.0,0.0025210084033613447
5,22,0.43,0.0,0.0025210084033613447
5,22,0.44,0.0,0.0025210084033613447
5,22,0.45,0.0,0.0025210084033613447
5,22,0.46,0.0,0.0025210084033613447
5,22,0.47,0.0,0.0025210084033613447
5,22,0.48,0.0,0.0025210084033613447
5,22,0.49,0.0,0.0025210084033613447
5,22,0.5,0.0,0.0025210084033613447
5,22,0.51,0.0,0.0025210084033613447
5,22,0.52,0.0,0.0025210084033613447
5,22,0.53,0.0,0.0025210084033613447
5,22,0.54,0.0,0.0025210084033613447
5,22,0.55,0.0,0.0025210084033613447
5,22,0.56,0.0,0.0025210084033613447
5,22,0.57,0.0,0.0025210084033613447
5,22,0.58,0.0,0.0025210084033613447
5,22,0.59,0.0,0.0025210084033613447
5,22,0.6,0.0,0.0025210084033613447
5,22,0.61,0.0,0.0025210084033613447
5,22,0.62,0.0,0.0025210084033613447
5,22,0.63,0.0,0.0025210084033613447
5,22,0.64,0.0,0.0025210084033613447
5,22,0.65,0.0,0.0025210084033613447
5,22,0.66,0.0,0.0025210084033613447
5,22,0.67,0.0,0.0025210084033613447
5,22,0.68,0.0,0.0025210084033613447
5,22,0.69,0.0,0.0025210084033613447
5,22,0.7,0.0,0.0025210084033613447
5,22,0.71,0.0,0.0025210084033613447
5,22,0.72,0.0,0.0025210084033613447
5,22,0.73,0.0,0.0025210084033613447
5,22,0.74,0.0,0.0025210084033613447
5,22,0.75,0.0,0.0025210084033613447
5,22,0.76,0.0,0.0025210084033613447
5,22,0.77,0.0,0.0025210084033613447
5,22,0.78,0.0,0.0025210084033613447
5,22,0.79,0.0,0.0025210084033613447
5,22,0.8,0.0,0.0016806722689075631
5,22,0.81,0.0,0.0016806722689075631
5,22,0.82,0.0,0.0016806722689075631
5,22,0.83,0.0,0.0016806722689075631
5,22,0.84,0.0,0.0016806722689075631
5,22,0.85,0.0,0.0016806722689075631
5,23,0.1,0.0,0.0025210084033613447
5,23,0.11,0.0,0.0025210084033613447
5,23,0.12,0.0,0.0025210084033613447
5,23,0.13,0.0,0.0025210084033613447
5,23,0.14,0.0,0.0025210084033613447
5,23,0.15,0.0,0.0025210084033613447
5,23,0.16,0.0,0.0025210084033613447
5,23,0.17,0.0,0.0025210084033613447
5,23,0.18,0.0,0.0025210084033613447
5,23,0.19,0.0,0.0025210084033613447
5,23,0.2,0.0,0.0025210084033613447
5,23,0.21,0.0,0.0025210084033613447
5,23,0.22,0.0,0.0025210084033613447
5,23,0.23,0.0,0.0025210084033613447
5,23,0.24,0.0,0.0025210084033613447
5,23,0.25,0.0,0.0025210084033613447
5,23,0.26,0.0,0.0025210084033613447
5,23,0.27,0.0,0.0025210084033613447
5,23,0.28,0.0,0.0025210084033613447
5,23,0.29,0.0,0.0025210084033613447
5,23,0.3,0.0,0.0025210084033613447
5,23,0.31,0.0,0.0025210084033613447
5,23,0.32,0.0,0.0025210084033613447
5,23,0.33,0.0,0.0025210084033613447
5,23,0.34,0.0,0.0025210084033613447
5,23,0.35,0.0,0.0025210084033613447
5,23,0.36,0.0,0.0025210084033613447
5,23,0.37,0.0,0.0025210084033613447
5,23,0.38,0.0,0.0025210084033613447
5,23,0.39,0.0,0.0025210084033613447
5,23,0.4,0.0,0.0025210084033613447
5,23,0.41,0.0,0.0025210084033613447
5,23,0.42,0.0,0.0025210084033613447
5,23,0.43,0.0,0.0025210084033613447
5,23,0.44,0.0,0.0025210084033613447
5,23,0.45,0.0,0.0025210084033613447
5,23,0.46,0.0,0.0025210084033613447
5,23,0.47,0.0,0.0025210084033613447
5,23,0.48,0.0,0.0025210084033613447
5,23,0.49,0.0,0.0025210084033613447
5,23,0.5,0.0,0.0025210084033613447
5,23,0.51,0.0,0.0025210084033613447
5,23,0.52,0.0,0.0025210084033613447
5,23,0.53,0.0,0.0025210084033613447
5,23,0.54,0.0,0.0025210084033613447
5,23,0.55,0.0,0.0025210084033613447
5,23,0.56,0.0,0.0025210084033613447
5,23,0.57,0.0,0.0025210084033613447
5,23,0.58,0.0,0.0025210084033613447
5,23,0.59,0.0,0.0025210084033613447
5,23,0.6,0.0,0.0025210084033613447
5,23,0.61,0.0,0.0025210084033613447
5,23,0.62,0.0,0.0025210084033613447
5,23,0.63,0.0,0.0025210084033613447
5,23,0.64,0.0,0.0025210084033613447
5,23,0.65,0.0,0.0025210084033613447
5,23,0.66,0.0,0.0025210084033613447
5,23,0.67,0.0,0.0025210084033613447
5,23,0.68,0.0,0.0025210084033613447
5,23,0.69,0.0,0.0025210084033613447
5,23,0.7,0.0,0.0025210084033613447
5,23,0.71,0.0,0.0025210084033613447
5,23,0.72,0.0,0.0025210084033613447
5,23,0.73,0.0,0.0025210084033613447
5,23,0.74,0.0,0.0025210084033613447
5,23,0.75,0.0,0.0025210084033613447
5,23,0.76,0.0,0.0025210084033613447
5,23,0.77,0.0,0.0025210084033613447
5,23,0.78,0.0,0.0025210084033613447
5,23,0.79,0.0,0.0025210084033613447
5,23,0.8,0.0,0.0016806722689075631
5,23,0.81,0.0,0.0016806722689075631
5,23,0.82,0.0,0.0016806722689075631
5,23,0.83,0.0,0.0016806722689075631
5,23,0.84,0.0,0.0016806722689075631
5,23,0.85,0.0,0.0016806722689075631
5,24,0.1,0.0,0.0025210084033613447
5,24,0.11,0.0,0.0025210084033613447
5,24,0.12,0.0,0.0025210084033613447
5,24,0.13,0.0,0.0025210084033613447
5,24,0.14,0.0,0.0025210084033613447
5,24,0.15,0.0,0.0025210084033613447
5,24,0.16,0.0,0.0025210084033613447
5,24,0.17,0.0,0.0025210084033613447
5,24,0.18,0.0,0.0025210084033613447
5,24,0.19,0.0,0.0025210084033613447
5,24,0.2,0.0,0.0025210084033613447
5,24,0.21,0.0,0.0025210084033613447
5,24,0.22,0.0,0.0025210084033613447
5,24,0.23,0.0,0.0025210084033613447
5,24,0.24,0.0,0.0025210084033613447
5,24,0.25,0.0,0.0025210084033613447
5,24,0.26,0.0,0.0025210084033613447
5,24,0.27,0.0,0.0025210084033613447
5,24,0.28,0.0,0.0025210084033613447
5,24,0.29,0.0,0.0025210084033613447
5,24,0.3,0.0,0.0025210084033613447
5,24,0.31,0.0,0.0025210084033613447
5,24,0.32,0.0,0.0025210084033613447
5,24,0.33,0.0,0.0025210084033613447
5,24,0.34,0.0,0.0025210084033613447
5,24,0.35,0.0,0.0025210084033613447
5,24,0.36,0.0,0.0025210084033613447
5,24,0.37,0.0,0.0025210084033613447
5,24,0.38,0.0,0.0025210084033613447
5,24,0.39,0.0,0.0025210084033613447
5,24,0.4,0.0,0.0025210084033613447
5,24,0.41,0.0,0.0025210084033613447
5,24,0.42,0.0,0.0025210084033613447
5,24,0.43,0.0,0.0025210084033613447
5,24,0.44,0.0,0.0025210084033613447
5,24,0.45,0.0,0.0025210084033613447
5,24,0.46,0.0,0.0025210084033613447
5,24,0.47,0.0,0.0025210084033613447
5,24,0.48,0.0,0.0025210084033613447
5,24,0.49,0.0,0.0025210084033613447
5,24,0.5,0.0,0.0025210084033613447
5,24,0.51,0.0,0.0025210084033613447
5,24,0.52,0.0,0.0025210084033613447
5,24,0.53,0.0,0.0025210084033613447
5,24,0.54,0.0,0.0025210084033613447
5,24,0.55,0.0,0.0025210084033613447
5,24,0.56,0.0,0.0025210084033613447
5,24,0.57,0.0,0.0025210084033613447
5,24,0.58,0.0,0.0025210084033613447
5,24,0.59,0.0,0.0025210084033613447
5,24,0.6,0.0,0.0025210084033613447
5,24,0.61,0.0,0.0025210084033613447
5,24,0.62,0.0,0.0025210084033613447
5,24,0.63,0.0,0.0025210084033613447
5,24,0.64,0.0,0.0025210084033613447
5,24,0.65,0.0,0.0025210084033613447
5,24,0.66,0.0,0.0025210084033613447
5,24,0.67,0.0,0.0025210084033613447
5,24,0.68,0.0,0.0025210084033613447
5,24,0.69,0.0,0.0025210084033613447
5,24,0.7,0.0,0.0025210084033613447
5,24,0.71,0.0,0.0025210084033613447
5,24,0.72,0.0,0.0025210084033613447
5,24,0.73,0.0,0.0025210084033613447
5,24,0.74,0.0,0.0025210084033613447
5,24,0.75,0.0,0.0025210084033613447
5,24,0.76,0.0,0.0025210084033613447
5,24,0.77,0.0,0.0025210084033613447
5,24,0.78,0.0,0.0025210084033613447
5,24,0.79,0.0,0.0025210084033613447
5,24,0.8,0.0,0.0016806722689075631
5,24,0.81,0.0,0.0016806722689075631
5,24,0.82,0.0,0.0016806722689075631
5,24,0.83,0.0,0.0016806722689075631
5,24,0.84,0.0,0.0016806722689075631
5,24,0.85,0.0,0.0016806722689075631
5,25,0.1,0.0,0.0033613445378151263
5,25,0.11,0.0,0.0033613445378151263
5,25,0.12,0.0,0.0033613445378151263
5,25,0.13,0.0,0.0033613445378151263
5,25,0.14,0.0,0.0033613445378151263
5,25,0.15,0.0,0.0033613445378151263
5,25,0.16,0.0,0.0033613445378151263
5,25,0.17,0.0,0.0033613445378151263
5,25,0.18,0.0,0.0033613445378151263
5,25,0.19,0.0,0.0033613445378151263
5,25,0.2,0.0,0.0033613445378151263
5,25,0.21,0.0,0.0033613445378151263
5,25,0.22,0.0,0.0033613445378151263
5,25,0.23,0.0,0.0033613445378151263
5,25,0.24,0.0,0.0033613445378151263
5,25,0.25,0.0,0.0033613445378151263
5,25,0.26,0.0,0.0033613445378151263
5,25,0.27,0.0,0.0033613445378151263
5,25,0.28,0.0,0.0033613445378151263
5,25,0.29,0.0,0.0033613445378151263
5,25,0.3,0.0,0.0033613445378151263
5,25,0.31,0.0,0.0033613445378151263
5,25,0.32,0.0,0.0033613445378151263
5,25,0.33,0.0,0.0033613445378151263
5,25,0.34,0.0,0.0033613445378151263
5,25,0.35,0.0,0.0033613445378151263
5,25,0.36,0.0,0.0033613445378151263
5,25,0.37,0.0,0.0033613445378151263
5,25,0.38,0.0,0.0033613445378151263
5,25,0.39,0.0,0.0033613445378151263
5,25,0.4,0.0,0.0033613445378151263
5,25,0.41,0.0,0.0033613445378151263
5,25,0.42,0.0,0.0033613445378151263
5,25,0.43,0.0,0.0033613445378151263
5,25,0.44,0.0,0.0033613445378151263
5,25,0.45,0.0,0.0033613445378151263
5,25,0.46,0.0,0.0033613445378151263
5,25,0.47,0.0,0.0033613445378151263
5,25,0.48,0.0,0.0033613445378151263
5,25,0.49,0.0,0.0033613445378151263
5,25,0.5,0.0,0.0033613445378151263
5,25,0.51,0.0,0.0033613445378151263
5,25,0.52,0.0,0.0033613445378151263
5,25,0.53,0.0,0.0033613445378151263
5,25,0.54,0.0,0.0033613445378151263
5,25,0.55,0.0,0.0033613445378151263
5,25,0.56,0.0,0.0033613445378151263
5,25,0.57,0.0,0.0033613445378151263
5,25,0.58,0.0,0.0033613445378151263
5,25,0.59,0.0,0.0033613445378151263
5,25,0.6,0.0,0.0033613445378151263
5,25,0.61,0.0,0.0033613445378151263
5,25,0.62,0.0,0.0033613445378151263
5,25,0.63,0.0,0.0033613445378151263
5,25,0.64,0.0,0.0033613445378151263
5,25,0.65,0.0,0.0033613445378151263
5,25,0.66,0.0,0.0033613445378151263
5,25,0.67,0.0,0.0033613445378151263
5,25,0.68,0.0,0.0033613445378151263
5,25,0.69,0.0,0.0033613445378151263
5,25,0.7,0.0,0.0033613445378151263
5,25,0.71,0.0,0.0033613445378151263
5,25,0.72,0.0,0.0033613445378151263
5,25,0.73,0.0,0.0033613445378151263
5,25,0.74,0.0,0.0033613445378151263
5,25,0.75,0.0,0.0033613445378151263
5,25,0.76,0.0,0.0033613445378151263
5,25,0.77,0.0,0.0033613445378151263
5,25,0.78,0.0,0.0033613445378151263
5,25,0.79,0.0,0.0033613445378151263
5,25,0.8,0.0,0.0025210084033613447
5,25,0.81,0.0,0.0025210084033613447
5,25,0.82,0.0,0.0025210084033613447
5,25,0.83,0.0,0.0025210084033613447
5,25,0.84,0.0,0.0025210084033613447
5,25,0.85,0.0,0.0025210084033613447
5,26,0.1,0.0,0.0033613445378151263
5,26,0.11,0.0,0.0033613445378151263
5,26,0.12,0.0,0.0033613445378151263
5,26,0.13,0.0,0.0033613445378151263
5,26,0.14,0.0,0.0033613445378151263
5,26,0.15,0.0,0.0033613445378151263
5,26,0.16,0.0,0.0033613445378151263
5,26,0.17,0.0,0.0033613445378151263
5,26,0.18,0.0,0.0033613445378151263
5,26,0.19,0.0,0.0033613445378151263
5,26,0.2,0.0,0.0033613445378151263
5,26,0.21,0.0,0.0033613445378151263
5,26,0.22,0.0,0.0033613445378151263
5,26,0.23,0.0,0.0033613445378151263
5,26,0.24,0.0,0.0033613445378151263
5,26,0.25,0.0,0.0033613445378151263
5,26,0.26,0.0,0.0033613445378151263
5,26,0.27,0.0,0.0033613445378151263
5,26,0.28,0.0,0.0033613445378151263
5,26,0.29,0.0,0.0033613445378151263
5,26,0.3,0.0,0.0033613445378151263
5,26,0.31,0.0,0.0033613445378151263
5,26,0.32,0.0,0.0033613445378151263
5,26,0.33,0.0,0.0033613445378151263
5,26,0.34,0.0,0.0033613445378151263
5,26,0.35,0.0,0.0033613445378151263
5,26,0.36,0.0,0.0033613445378151263
5,26,0.37,0.0,0.0033613445378151263
5,26,0.38,0.0,0.0033613445378151263
5,26,0.39,0.0,0.0033613445378151263
5,26,0.4,0.0,0.0033613445378151263
5,26,0.41,0.0,0.0033613445378151263
5,26,0.42,0.0,0.0033613445378151263
5,26,0.43,0.0,0.0033613445378151263
5,26,0.44,0.0,0.0033613445378151263
5,26,0.45,0.0,0.0033613445378151263
5,26,0.46,0.0,0.0033613445378151263
5,26,0.47,0.0,0.0033613445378151263
5,26,0.48,0.0,0.0033613445378151263
5,26,0.49,0.0,0.0033613445378151263
5,26,0.5,0.0,0.0033613445378151263
5,26,0.51,0.0,0.0033613445378151263
5,26,0.52,0.0,0.0033613445378151263
5,26,0.53,0.0,0.0033613445378151263
5,26,0.54,0.0,0.0033613445378151263
5,26,0.55,0.0,0.0033613445378151263
5,26,0.56,0.0,0.0033613445378151263
5,26,0.57,0.0,0.0033613445378151263
5,26,0.58,0.0,0.0033613445378151263
5,26,0.59,0.0,0.0033613445378151263
5,26,0.6,0.0,0.0033613445378151263
5,26,0.61,0.0,0.0033613445378151263
5,26,0.62,0.0,0.0033613445378151263
5,26,0.63,0.0,0.0033613445378151263
5,26,0.64,0.0,0.0033613445378151263
5,26,0.65,0.0,0.0033613445378151263
5,26,0.66,0.0,0.0033613445378151263
5,26,0.67,0.0,0.0033613445378151263
5,26,0.68,0.0,0.0033613445378151263
5,26,0.69,0.0,0.0033613445378151263
5,26,0.7,0.0,0.0033613445378151263
5,26,0.71,0.0,0.0033613445378151263
5,26,0.72,0.0,0.0033613445378151263
5,26,0.73,0.0,0.0033613445378151263
5,26,0.74,0.0,0.0033613445378151263
5,26,0.75,0.0,0.0033613445378151263
5,26,0.76,0.0,0.0033613445378151263
5,26,0.77,0.0,0.0033613445378151263
5,26,0.78,0.0,0.0033613445378151263
5,26,0.79,0.0,0.0033613445378151263
5,26,0.8,0.0,0.0025210084033613447
5,26,0.81,0.0,0.0025210084033613447
5,26,0.82,0.0,0.0025210084033613447
5,26,0.83,0.0,0.0025210084033613447
5,26,0.84,0.0,0.0025210084033613447
5,26,0.85,0.0,0.0025210084033613447
5,27,0.1,0.0,0.0033613445378151263
5,27,0.11,0.0,0.0033613445378151263
5,27,0.12,0.0,0.0033613445378151263
5,27,0.13,0.0,0.0033613445378151263
5,27,0.14,0.0,0.0033613445378151263
5,27,0.15,0.0,0.0033613445378151263
5,27,0.16,0.0,0.0033613445378151263
5,27,0.17,0.0,0.0033613445378151263
5,27,0.18,0.0,0.0033613445378151263
5,27,0.19,0.0,0.0033613445378151263
5,27,0.2,0.0,0.0033613445378151263
5,27,0.21,0.0,0.0033613445378151263
5,27,0.22,0.0,0.0033613445378151263
5,27,0.23,0.0,0.0033613445378151263
5,27,0.24,0.0,0.0033613445378151263
5,27,0.25,0.0,0.0033613445378151263
5,27,0.26,0.0,0.0033613445378151263
5,27,0.27,0.0,0.0033613445378151263
5,27,0.28,0.0,0.0033613445378151263
5,27,0.29,0.0,0.0033613445378151263
5,27,0.3,0.0,0.0033613445378151263
5,27,0.31,0.0,0.0033613445378151263
5,27,0.32,0.0,0.0033613445378151263
5,27,0.33,0.0,0.0033613445378151263
5,27,0.34,0.0,0.0033613445378151263
5,27,0.35,0.0,0.0033613445378151263
5,27,0.36,0.0,0.0033613445378151263
5,27,0.37,0.0,0.0033613445378151263
5,27,0.38,0.0,0.0033613445378151263
5,27,0.39,0.0,0.0033613445378151263
5,27,0.4,0.0,0.0033613445378151263
5,27,0.41,0.0,0.0033613445378151263
5,27,0.42,0.0,0.0033613445378151263
5,27,0.43,0.0,0.0033613445378151263
5,27,0.44,0.0,0.0033613445378151263
5,27,0.45,0.0,0.0033613445378151263
5,27,0.46,0.0,0.0033613445378151263
5,27,0.47,0.0,0.0033613445378151263
5,27,0.48,0.0,0.0033613445378151263
5,27,0.49,0.0,0.0033613445378151263
5,27,0.5,0.0,0.0033613445378151263
5,27,0.51,0.0,0.0033613445378151263
5,27,0.52,0.0,0.0033613445378151263
5,27,0.53,0.0,0.0033613445378151263
5,27,0.54,0.0,0.0033613445378151263
5,27,0.55,0.0,0.0033613445378151263
5,27,0.56,0.0,0.0033613445378151263
5,27,0.57,0.0,0.0033613445378151263
5,27,0.58,0.0,0.0033613445378151263
5,27,0.59,0.0,0.0033613445378151263
5,27,0.6,0.0,0.0033613445378151263
5,27,0.61,0.0,0.0033613445378151263
5,27,0.62,0.0,0.0033613445378151263
5,27,0.63,0.0,0.0033613445378151263
5,27,0.64,0.0,0.0033613445378151263
5,27,0.65,0.0,0.0033613445378151263
5,27,0.66,0.0,0.0033613445378151263
5,27,0.67,0.0,0.0033613445378151263
5,27,0.68,0.0,0.0033613445378151263
5,27,0.69,0.0,0.0033613445378151263
5,27,0.7,0.0,0.0033613445378151263
5,27,0.71,0.0,0.0033613445378151263
5,27,0.72,0.0,0.0033613445378151263
5,27,0.73,0.0,0.0033613445378151263
5,27,0.74,0.0,0.0033613445378151263
5,27,0.75,0.0,0.0033613445378151263
5,27,0.76,0.0,0.0033613445378151263
5,27,0.77,0.0,0.0033613445378151263
5,27,0.78,0.0,0.0033613445378151263
5,27,0.79,0.0,0.0033613445378151263
5,27,0.8,0.0,0.0025210084033613447
5,27,0.81,0.0,0.0025210084033613447
5,27,0.82,0.0,0.0025210084033613447
5,27,0.83,0.0,0.0025210084033613447
5,27,0.84,0.0,0.0025210084033613447
5,27,0.85,0.0,0.0025210084033613447
5,28,0.1,0.0,0.0033613445378151263
5,28,0.11,0.0,0.0033613445378151263
5,28,0.12,0.0,0.0033613445378151263
5,28,0.13,0.0,0.0033613445378151263
5,28,0.14,0.0,0.0033613445378151263
5,28,0.15,0.0,0.0033613445378151263
5,28,0.16,0.0,0.0033613445378151263
5,28,0.17,0.0,0.0033613445378151263
5,28,0.18,0.0,0.0033613445378151263
5,28,0.19,0.0,0.0033613445378151263
5,28,0.2,0.0,0.0033613445378151263
5,28,0.21,0.0,0.0033613445378151263
5,28,0.22,0.0,0.0033613445378151263
5,28,0.23,0.0,0.0033613445378151263
5,28,0.24,0.0,0.0033613445378151263
5,28,0.25,0.0,0.0033613445378151263
5,28,0.26,0.0,0.0033613445378151263
5,28,0.27,0.0,0.0033613445378151263
5,28,0.28,0.0,0.0033613445378151263
5,28,0.29,0.0,0.0033613445378151263
5,28,0.3,0.0,0.0033613445378151263
5,28,0.31,0.0,0.0033613445378151263
5,28,0.32,0.0,0.0033613445378151263
5,28,0.33,0.0,0.0033613445378151263
5,28,0.34,0.0,0.0033613445378151263
